"co2" "purchases" "heating" "flights" "IDCity"
"1" 0.438581191207242 0.620756735886285 "0" "0" "1"
"2" -0.170072915382044 0.0356414037110111 "0" "0" "1"
"3" -1.47557088245845 0.773154484342966 "1" "0" "1"
"4" 1.24808481840741 1.27248908552949 "1" "0" "1"
"5" 10.7849743383962 0.370975433050533 "0" "1" "1"
"6" -0.548748487948726 -0.162854336938485 "0" "0" "1"
"7" 7.5645911691541 0.397111887522184 "1" "1" "1"
"8" -0.396843660469864 -0.0799893173878258 "0" "0" "1"
"9" -0.85232613778525 -0.344965183933571 "0" "0" "1"
"10" -2.36413433579823 0.702151363997569 "1" "0" "1"
"11" -3.93191726978355 -0.395696393280439 "1" "0" "1"
"12" -6.43465126671609 -1.75505404856885 "1" "0" "1"
"13" -1.09696855760716 -0.420963763311172 "0" "0" "1"
"14" 1.67994258834618 0.764909612405033 "0" "0" "1"
"15" 10.5047632746531 1.06616211294498 "0" "1" "1"
"16" -3.65889266445792 -0.193696357267194 "1" "0" "1"
"17" -0.344058677383143 -0.0521470133151036 "0" "0" "1"
"18" -2.60186915080854 0.41767081744612 "1" "0" "1"
"19" -6.1528823954467 -1.31269402818307 "1" "0" "1"
"20" -9.72737968304312 2.42901920871088 "0" "0" "1"
"21" -0.727017182662395 -0.244570651772138 "0" "0" "1"
"22" -1.14273152227365 0.733785417007188 "1" "0" "1"
"23" 4.53137835037211 2.85278144847257 "0" "0" "1"
"24" -2.36308547905875 0.671525298607191 "1" "0" "1"
"25" -3.49008540214006 -0.115849255980847 "1" "0" "1"
"26" -3.21075589268799 -1.30135198890595 "0" "0" "1"
"27" -5.50079802879276 -0.917800255101228 "1" "0" "1"
"28" -3.13795448773511 0.0507160450824218 "1" "0" "1"
"29" -1.09246912427963 -0.380132864571136 "0" "0" "1"
"30" 1.70969297055692 0.722625104953827 "0" "0" "1"
"31" -4.97384912441129 -1.02575759343808 "1" "0" "1"
"32" 0.45587861349688 1.8198705530795 "1" "0" "1"
"33" -7.85958041640297 -1.27041751498084 "1" "0" "1"
"34" 1.35107822664774 0.588815771729523 "0" "0" "1"
"35" -5.1445542179192 -0.634253356516059 "1" "0" "1"
"36" -4.00145564337725 -1.26581541059624 "0" "0" "1"
"37" 0.433678982845101 0.283749002757963 "0" "0" "1"
"38" -3.45585105405726 -1.48176116702081 "0" "0" "1"
"39" 1.74157412085227 0.911879653729162 "0" "0" "1"
"40" 0.59895331002259 0.971468769553152 "0" "0" "1"
"41" -2.00840040909363 1.27312697000082 "1" "0" "1"
"42" 2.34535364458454 1.46226848179135 "0" "0" "1"
"43" -1.70131236464334 -0.611082826082403 "0" "0" "1"
"44" -3.73321152816604 -0.360553230191866 "1" "0" "1"
"45" -2.11695875406452 -1.52915178411846 "0" "0" "1"
"46" -1.77684619049719 1.13326376501152 "1" "0" "1"
"47" 8.7830371377179 -0.44073913342353 "0" "1" "1"
"48" -2.98827246032243 0.129604791997155 "1" "0" "1"
"49" 1.87166860574699 0.871232597750477 "0" "0" "1"
"50" -2.35176430935241 0.505514712837551 "1" "0" "1"
"51" -2.5320434551184 0.370892256454682 "1" "0" "1"
"52" -5.94240932538032 -1.22800928550332 "1" "0" "1"
"53" -3.56157761773144 -0.162197710252601 "1" "0" "1"
"54" -1.45772872535961 1.08807152399518 "1" "0" "1"
"55" 0.640208141848959 0.359201366064309 "0" "0" "1"
"56" -0.725352799136536 1.06719115528653 "1" "0" "1"
"57" -1.82279883853084 0.628378758855429 "1" "0" "1"
"58" -3.08799270384513 -0.831578886700865 "0" "0" "1"
"59" -4.91345898786216 -0.692385444171101 "1" "0" "1"
"60" -0.330339158995826 -0.044789780566918 "0" "0" "1"
"61" 0.867237851455975 0.594568879332959 "0" "0" "1"
"62" -1.20235331845225 0.639100802265611 "1" "0" "1"
"63" -2.56018677507162 0.479421879793258 "1" "0" "1"
"64" 5.81460028949883 1.37306241314598 "0" "0" "1"
"65" -2.17071952097842 -1.14768412676031 "0" "0" "1"
"66" -4.7170384435525 -2.45069849112004 "0" "0" "1"
"67" 8.59960889973826 -0.90256315876334 "0" "1" "1"
"68" -0.988506199257879 -0.397431666727187 "0" "0" "1"
"69" 5.19456619990832 1.71686428369467 "1" "1" "1"
"70" 5.90229941851204 -0.4107532941451 "1" "1" "1"
"71" -0.427554293380038 -0.0917835275539526 "0" "0" "1"
"72" -4.89589180968756 -0.746502859016031 "1" "0" "1"
"73" -2.04794436716529 -0.821695276653191 "0" "0" "1"
"74" -10.3760356094239 -2.31701964400026 "0" "0" "1"
"75" 5.72088965752358 -0.535334581321902 "1" "1" "1"
"76" 3.35416911421172 0.997379882574263 "0" "0" "1"
"77" -4.59062764861796 -0.5452180874134 "1" "0" "1"
"78" 1.37907559641412 1.50964916430291 "1" "0" "1"
"79" 8.71828474189397 -0.743838363081134 "0" "1" "1"
"80" 7.88286964364527 -0.667438840675839 "0" "1" "1"
"81" -1.14053523633394 -1.12089306482281 "0" "0" "1"
"82" 0.0539788111703565 1.47004306742203 "0" "0" "1"
"83" -2.84627200986357 0.205256621026313 "1" "0" "1"
"84" 5.00623775819262 -1.06124188799899 "1" "1" "1"
"85" -0.243103434775817 -0.000974831514801588 "0" "0" "1"
"86" -3.28994470485629 -0.0244471704184228 "1" "0" "1"
"87" -1.14849533337416 1.30417619507043 "1" "0" "1"
"88" -4.64384521225463 -0.992069111839267 "1" "0" "1"
"89" -1.2092210665616 -1.04858331690115 "0" "0" "1"
"90" 2.36537205631237 1.00863869821045 "0" "0" "1"
"91" 1.27331990737813 0.626340560828929 "0" "0" "1"
"92" -2.29287755392352 -0.904820901130275 "0" "0" "1"
"93" 8.43455980844423 1.7160668884723 "0" "0" "1"
"94" 6.93217725102112 0.0902296986707086 "1" "1" "1"
"95" -4.06079647994113 -0.42557900023534 "1" "0" "1"
"96" -1.33168980791313 -1.05268113502785 "0" "0" "1"
"97" -3.45122608722311 -1.83714075552939 "0" "0" "1"
"98" -3.96815897025198 -1.49635478936918 "0" "0" "1"
"99" -4.83971916776256 -0.822029181857975 "1" "0" "1"
"100" -2.84243729036885 0.216716091856183 "1" "0" "1"
"101" 4.34117086727503 0.690425918268916 "0" "0" "2"
"102" 1.4764710188572 -0.25473082655415 "0" "0" "2"
"103" 3.9257179403108 1.04235775054793 "0" "0" "2"
"104" 2.39522731785442 0.237011169027465 "0" "0" "2"
"105" -4.03937211684306 -1.32723722765788 "1" "0" "2"
"106" 1.84164421384454 -0.0763849897158681 "0" "0" "2"
"107" 1.82991107562525 -1.26145770315135 "0" "0" "2"
"108" 2.37985917300185 1.50067492670297 "1" "0" "2"
"109" -0.447754550453958 0.336283337043052 "1" "0" "2"
"110" 4.9485808736012 1.22420023973955 "0" "0" "2"
"111" -1.77873093228887 -1.19813514025382 "0" "0" "2"
"112" -2.08056609188297 -0.432597382750424 "1" "0" "2"
"113" 1.37259375419902 -0.312111598581862 "0" "0" "2"
"114" -2.68396483853115 -1.90434544865418 "0" "0" "2"
"115" 1.71773384351043 -0.139538279266232 "0" "0" "2"
"116" 3.3414747438657 1.16163449889025 "1" "0" "2"
"117" -3.88553044691843 -1.49564207022694 "0" "0" "2"
"118" 1.89606320547509 -0.0466894411098906 "0" "0" "2"
"119" -1.44284500067024 -0.220447607101847 "1" "0" "2"
"120" 1.35714515616872 -0.343322819216262 "0" "0" "2"
"121" 0.414642138101827 -0.640658200539557 "0" "0" "2"
"122" -0.00114705712412855 -0.863852884161198 "0" "0" "2"
"123" -1.74474700410767 -0.428785925040484 "1" "0" "2"
"124" 6.26219920385028 -1.38938348405702 "0" "1" "2"
"125" 2.56818449194112 0.250897073490098 "0" "0" "2"
"126" -1.10763811453888 -0.0450161210244666 "1" "0" "2"
"127" -2.3474095961602 -1.37905569933315 "1" "0" "2"
"128" -1.12333349363185 -0.05700536962574 "1" "0" "2"
"129" -4.34447127323933 -1.73212706081242 "1" "0" "2"
"130" -1.27630262148007 -0.132483385225328 "1" "0" "2"
"131" 3.42916331403897 0.761274103679438 "0" "0" "2"
"132" 1.87811234770507 -0.0533003214731809 "0" "0" "2"
"133" 1.35122641886117 -0.717252355543041 "0" "0" "2"
"134" 10.1629205742925 -1.35023230371155 "0" "1" "2"
"135" 10.8761542241893 -1.0157997828193 "0" "1" "2"
"136" 1.79451604139214 1.56219763668105 "1" "0" "2"
"137" -1.23672902096546 -1.01013075074849 "0" "0" "2"
"138" -1.21984832140754 -0.0985925276911845 "1" "0" "2"
"139" 0.0260018836554998 -1.03924890298005 "0" "0" "2"
"140" 3.12161416414152 0.938048602989899 "0" "0" "2"
"141" -0.194157733996967 -0.684395491789412 "0" "0" "2"
"142" -3.72586619686057 -1.91587536386061 "0" "0" "2"
"143" 4.92190976496573 0.935267699453108 "0" "0" "2"
"144" 0.196452374440344 0.634735347645765 "1" "0" "2"
"145" 1.2755855253502 -0.320338659287591 "0" "0" "2"
"146" 11.5365145163343 -0.605614852611068 "0" "1" "2"
"147" -3.17404661120743 -1.26417510643008 "1" "0" "2"
"148" 3.15653840555897 1.02075235870986 "0" "0" "2"
"149" 2.90364705394853 0.471365403808779 "0" "0" "2"
"150" 12.1413408634546 0.0799271630457025 "0" "1" "2"
"151" 11.0945616633901 -0.484559098745017 "0" "1" "2"
"152" 1.68900528405333 -0.149628380670898 "0" "0" "2"
"153" -1.62929405512772 -0.341797838921527 "1" "0" "2"
"154" 9.63957203625341 -1.19447368609608 "0" "1" "2"
"155" 1.55019386643262 -0.22414090838781 "0" "0" "2"
"156" 4.22312345717009 1.0767149929366 "0" "0" "2"
"157" 0.338650595780587 0.667645159883953 "1" "0" "2"
"158" 1.06633104063979 1.12542377159649 "1" "0" "2"
"159" 3.51355340783748 0.607818424626618 "0" "0" "2"
"160" 1.72755788361202 1.54526611499059 "0" "0" "2"
"161" 2.45618746081293 0.279795269646034 "0" "0" "2"
"162" -1.36424753191841 1.90725447898152 "0" "0" "2"
"163" 1.7900656752775 -0.0979250501745007 "0" "0" "2"
"164" 1.80202408428683 -0.0960769918795631 "0" "0" "2"
"165" 0.302785919025954 -0.872045457169873 "0" "0" "2"
"166" -3.54970427565998 -1.70739759582911 "1" "0" "2"
"167" 2.31267178738936 0.157356921463637 "0" "0" "2"
"168" 1.52420809855232 -0.234341344942097 "0" "0" "2"
"169" 2.11332158549714 -1.72581979939481 "0" "0" "2"
"170" 2.53565649645459 0.855060386136028 "0" "0" "2"
"171" 4.77974883586682 1.05687369722696 "0" "0" "2"
"172" 0.233872378240298 1.00639988812609 "1" "0" "2"
"173" 2.34865190897123 0.189823267258599 "0" "0" "2"
"174" -0.414033127311628 0.986697950574973 "1" "0" "2"
"175" 4.52716665472015 2.25004681289439 "0" "0" "2"
"176" 2.66982305261241 1.19386903935747 "0" "0" "2"
"177" 0.97628570409372 -0.662053521323974 "0" "0" "2"
"178" 1.39081153483348 0.895559948675009 "1" "0" "2"
"179" -2.47835431008349 -1.80652153571036 "0" "0" "2"
"180" -2.98871530020992 -1.02064781507146 "1" "0" "2"
"181" -0.145541724471449 0.540271181398111 "1" "0" "2"
"182" 3.33706830907118 0.885444231904475 "0" "0" "2"
"183" 9.6957785744558 1.44252734152808 "1" "1" "2"
"184" 3.16166023938081 0.618433988990176 "0" "0" "2"
"185" -3.27796341910491 -1.51763499049389 "1" "0" "2"
"186" 0.0790843811996316 -1.07045815651239 "0" "0" "2"
"187" 0.147595729604966 0.635544528084983 "1" "0" "2"
"188" -0.0545094838884158 0.429178037434336 "1" "0" "2"
"189" 3.26016463750928 0.842707867323672 "0" "0" "2"
"190" -1.61275471497477 -0.281616706700237 "1" "0" "2"
"191" 3.17015139388707 0.420251967647941 "0" "0" "2"
"192" 3.12605103756378 0.674007059939032 "0" "0" "2"
"193" 0.511663745870666 1.01374540798172 "1" "0" "2"
"194" 2.45187854882815 0.279306982563891 "0" "0" "2"
"195" 2.74869897779068 0.315540944671368 "0" "0" "2"
"196" 2.84181802692151 0.4512032498793 "0" "0" "2"
"197" 1.48472765262259 1.24015549854561 "1" "0" "2"
"198" 11.7842585210781 1.37327184621 "1" "1" "2"
"199" -0.500294358159116 0.275510514729075 "1" "0" "2"
"200" -0.89280845241831 0.0609299712730233 "1" "0" "2"
"201" 0.515732528409579 -0.196088017855608 "1" "0" "3"
"202" -11.8955345667936 -2.8492429354845 "0" "0" "3"
"203" 2.54923857232496 -0.705000679380481 "0" "0" "3"
"204" 3.73135671582979 -0.0898696581707349 "0" "0" "3"
"205" 0.599744148665803 -0.174004755192106 "1" "0" "3"
