"h0" "h1" "h2" "h3" "h4" "h5" "h6" "h7" "h8" "h9" "h10" "h11" "h12" "h13" "h14" "h15" "h16" "h17" "h18" "h19" "h20" "h21" "h22" "h23" "h24" "season"
"1" 5.15077565929078 4.54654961866882 3.67841513755041 5.34946020728308 6.16338532503663 4.58507958900921 2.84007634961827 2.04868302949123 3.62108740877545 5.14658057305867 5.48908649642926 3.99310679224155 2.27356898854735 2.43880446860388 2.77616794195928 4.18015389705507 3.57184128163141 4.10310189552443 4.34436106324026 4.35462720101949 4.14787631596729 3.77083902165018 4.24949210192919 4.59972182540026 4.3247974544293 "Winter"
"2" 3.63343215878911 3.3404634562078 2.68525699464853 2.82615755866253 3.56169568995555 3.33270817670988 3.69854778737816 2.91224220832797 3.13336549928858 3.62499720435864 3.8862706484254 3.98677816802568 3.72521139322285 3.42747056941696 3.0401341870603 3.19773084477745 2.75388246811603 2.70140775742921 2.88601565521388 4.12441629147468 3.82803812005261 3.98849589211176 4.0355694950234 3.57162272529871 3.64886559871166 "Winter"
"3" 4.71806653602851 4.62182550781909 4.52489003844433 5.61912080485734 5.09048617421506 4.43129369449765 4.40876951986148 4.52514355598383 4.69878537370764 4.37312449096299 3.78802950054093 4.50948671598865 4.31664815977757 3.85891226395053 3.69336618278963 3.54703145316813 4.22644639539511 4.45825136013897 5.01960975587085 4.67530393134361 4.56993082992662 4.20146665905057 4.24345878685094 3.8674040689533 3.31789424682254 "Winter"
"4" 3.57514232660123 3.52440163491209 3.82780166693461 4.16669752034344 4.01072215764945 3.75581815904875 3.32459908823756 3.67709046692219 2.66444525691225 2.60338924053768 3.89356570445687 4.20255934507316 4.13908334950807 4.65061175943193 5.42206786571277 4.93011549771145 3.80425710863264 3.01628931212547 3.261800327559 4.8922502815934 5.46701477876024 6.11112862722475 5.98475427295987 5.38963590962787 4.26249423475252 "Winter"
"5" 7.15038440929082 6.10881383144129 5.08357675548895 4.88349863901438 4.87590535318356 3.48605233786331 -0.5435289484829 -1.98745484321046 0.454324767820927 5.46842881216372 8.77812883245754 8.45113526813833 4.80576430841933 2.66823030590171 2.64057830582187 3.97299629010514 4.0903348648746 2.66343933965579 2.58801723386343 2.30741395641615 2.2517674728712 3.57514104921039 4.38064522576241 6.39064530499919 6.65761874979597 "Winter"
"6" 5.08077458778775 3.86042138444345 1.97440332797301 2.54461359695927 3.22310673329363 4.72702333463086 3.376733650821 3.84572986126008 6.25145638376275 7.4268363989952 5.25032983258075 1.8409077802747 1.50520410674795 4.30737513213641 6.3213969287293 6.29281960528234 3.84824700107905 2.32445849604335 2.77805389785706 4.8766845707236 5.79832325955835 4.8315278716561 3.64887212876582 3.96576177980345 4.22982535158319 "Winter"
"7" 4.76202875350234 4.2321286443958 3.44689481867654 2.81267781939938 3.91771989111456 4.74771572518549 5.67369046100484 5.43310454946941 2.97525328633887 3.14555507314129 2.91981797349275 4.09624583917488 5.03136585469961 5.0198193475955 4.63637008406002 4.70539417042445 4.68433487661893 4.40599049924146 2.22774777766154 0.564737022293017 1.16295473069752 2.21853256782252 3.47548672901641 4.7903076712945 5.38007677319982 "Winter"
"8" 3.2347185789638 3.23913324996005 3.65515554701648 5.00942124202799 5.96409348850295 4.73701225565714 2.85786051603066 3.51537210056982 5.45552115662452 5.68201346599729 4.79273575413846 2.58218749731382 0.984641211285153 1.95969655321272 2.29332059616275 1.24571222572441 0.36349982605188 1.43021450640279 3.16027248219457 3.51661061735802 2.22600550753749 1.17247368275816 1.72526362242541 2.4410911030637 3.07128556539516 "Winter"
"9" 3.16255340712829 3.7510537292461 3.48629702122298 4.49318424007303 3.87948028477758 4.02126965423145 4.33740150871298 4.52029526548916 4.11691421779933 4.01011357852656 4.51638697418352 3.83131722862528 3.60789910781455 3.91619775517568 3.78566136275436 4.64335413532653 4.97406807525111 4.86251151833447 3.96367463980767 4.10463432811875 4.118893486608 4.13345848366886 3.38454418788451 3.52291348477446 3.0013928891491 "Winter"
"10" 3.7615825032176 3.89124772484325 3.44183608413478 2.83840677956126 4.14682717312691 4.07572248679881 3.58751354605982 4.14712549976068 4.01196782514976 2.83955753606377 1.80167400009089 2.22417873800127 3.33142107846042 3.90617187440021 3.746353617967 3.43315211344346 3.61391443648882 3.48141304986912 3.5559663316716 3.37036118652442 4.21438475409737 4.05760996091389 3.87732253922692 4.00236283652795 4.27950884472948 "Winter"
"11" 6.73846972989313 5.26612635859779 2.2229290942474 -0.080971955610783 0.497675957360453 4.58510171192271 6.01093255594261 6.0016788565996 5.86847316277345 4.76361867469075 3.75595649504499 1.69934942003915 0.465650148334672 0.668048126194345 0.34304407749073 0.226124434506106 -0.680913229888363 -1.17531006364444 0.637537295662058 2.97394990095106 4.27700295392228 4.29814716911288 5.44480352741277 7.48042620848146 8.8545065457028 "Winter"
"12" 3.87213674600391 4.81813505834307 5.70566678306588 5.53502272407573 5.70835429552009 5.45112019476123 4.94863031369676 4.8230397795807 4.0555549762065 4.60628932437398 5.05276320338844 5.34663367523675 5.09022753111008 5.23632472967038 6.0384011184095 4.08139594161347 2.15003115790093 1.1794089582839 0.69962567438577 2.72635466158496 5.53259609291384 5.96707284547187 4.95361975782246 3.98234901773398 3.28837005412855 "Winter"
"13" 3.48932080178157 5.00644761011769 4.66405236619379 3.81659506824614 2.74219388190252 2.67447061886834 3.25916138332429 2.44683267583203 1.28277269657755 0.236296666502732 1.72888233347705 3.21348098340816 5.20761905448796 6.30486540220601 5.38655449845412 4.62258766254525 3.42146218450367 3.54922708914355 4.37557201518331 4.8428936846292 3.92211834800569 4.28866976620484 3.2003714833759 3.60488790534212 5.16945094889257 "Winter"
"14" 5.22023286102242 1.07671718575488 -0.118752393264053 1.74328548244896 4.20554762677256 3.70552050176237 3.25287449783331 3.27887534862361 5.82822292891123 6.27025334374749 4.62915710571351 4.19460698158282 5.15394296896008 6.34782190128048 5.24506647495192 2.50151694131018 2.0031809480548 4.52651388745993 6.94373379985025 5.8671702530109 2.74732045494823 2.95415121455061 5.28788454457804 6.76234740490964 4.68786482635669 "Winter"
"15" 4.243961445485 3.75920996636576 3.82198671807745 3.87545004353893 4.12186901437943 3.49410379788416 3.90119832328944 4.14566103461704 3.48292464479412 4.33481152047492 5.0384388438276 6.14397581935118 5.59120022858916 4.99185818530925 4.83028133849932 5.04240868645401 4.28687069635053 3.51413095322365 3.50086349790754 3.31836629890264 3.68627579548335 2.9683671396393 2.63364592928646 2.50646522695473 3.43420952491584 "Winter"
