"area_id" "province_id" "temperature" "rainfall" "sunny" "soil_quality" "irrigation" "fertilizer" "yield"
"1" 1 1 -1.04569739302459 0.36164011774438 0.344343739967788 -0.544460585147822 "No" 0.294768800701207 3.85132960742882
"2" 2 1 0.432286630937335 0.499872095867883 0.564664516982905 -0.899900472737734 "Yes" 1.25473951742521 4.44122260450926
"3" 3 1 1.23575902611366 0.0239785091165359 0.0321929934507759 -0.163117188072718 "Yes" 1.21459160151716 4.2358879497436
"4" 4 1 -2.17933532761342 0.526765768698935 0.568793787319018 0.969156077971214 "No" -0.409913450036395 4.3405954953125
"5" 5 1 0.58331674421848 0.840198020166812 0.163595938996623 0.0302118244837506 "No" 0.660797483165196 3.91423172345493
"6" 6 2 0.659910528732187 0.121824879880357 0.631001332237766 -0.610223356445054 "Yes" -0.633283455214992 3.9688508937579
"7" 7 2 -0.41614497297237 0.90827290907445 1.75790476797861 -0.472498175071775 "No" -1.38612440129219 3.843802689901
"8" 8 2 -0.388160150246919 0.122983688796127 0.997505394906049 1.54478028043057 "No" -1.13715612093797 4.37636801289676
"9" 9 2 -0.405902134737559 0.303941994029234 -0.12700011344086 -0.417833870769442 "Yes" -0.173333915996543 4.25859377102934
"10" 10 2 -0.730059951269315 0.0904373580120194 -1.32171728803626 0.734338082686685 "No" 1.60775455926095 4.43923041638013
"11" 11 3 -0.31902555306835 0.229781733801638 0.274387283047944 1.40894138991358 "Yes" 0.0587361302355314 5.54922128735166
"12" 12 3 -0.837933352062981 0.668786468093407 -0.577864272405195 0.430130599557625 "No" -0.772085774799499 4.30866951332433
"13" 13 3 -0.61677507109179 1.1151177278563 1.39445225179108 -0.393804807719183 "Yes" 0.173674232226583 5.19725515724377
"14" 14 3 0.220250290441239 0.782833681779947 -1.83479308895256 -0.0303686724194337 "Yes" 0.601695968945704 4.90172004748245
"15" 15 3 1.11135992414516 0.0182918865344794 -0.594024747698899 -0.460983226785851 "No" -1.22277501307745 3.40663046619141
"16" 16 4 0.0462724040882307 0.76526556745875 0.278501778523287 1.17662731010317 "No" -1.00261165615359 4.26356534476206
"17" 17 4 -0.352694039236514 1.24544350648079 -0.319053077840995 -0.134673157126966 "No" -1.81446786919086 3.49775224390811
"18" 18 4 -0.751124742067791 0.12379848865899 -0.792325491603362 1.4834572683739 "Yes" -1.19930418449452 4.26088900934745
"19" 19 4 -0.677425672443395 0.612217469638762 -0.478386343808715 -0.526994816848708 "No" -0.849525851021724 3.25661117973246
"20" 20 4 2.56131355849055 0.065414051489718 0.494641736878041 -0.608403921448904 "No" -0.304408903955617 3.29179240410032
"21" 21 5 0.289574300045792 0.225380933729243 0.771301290024727 0.143993144189197 "No" 1.25353985644577 4.69243612860503
"22" 22 5 -0.332459569093924 0.79748102652032 0.526591319912499 0.0307469365979884 "No" 0.776223885835515 4.67740100681849
"23" 23 5 -0.282541449202205 1.95402395675582 2.20681163689319 -0.472571774872092 "No" 0.212667904604539 5.42501411694931
"24" 24 5 0.61364787857448 0.687141025214849 1.06117716785182 -1.49793220237938 "No" -0.555881348474046 3.84254038526903
"25" 25 5 -0.534603414441251 1.72736579667413 0.138629849202048 0.0363431690056416 "No" -0.0740051491156874 5.04971134893405
"26" 26 6 -1.28577892213231 0.0376060229599076 -0.848169614114019 -0.674536315279892 "Yes" 0.464060001068189 4.84455074174033
"27" 27 6 0.728309041299059 0.651676732485419 2.87926247079622 1.03847162275414 "No" -0.49857246570921 4.81230821343563
"28" 28 6 -0.863091799581474 1.50605537015909 0.544508093571497 -0.899335641809349 "No" 0.932227205180505 4.62318029028684
"29" 29 6 0.141002284284314 0.656220996783179 -0.873738679827977 1.0802419717935 "No" 0.967361801556902 4.78293016139972
"30" 30 6 -0.775769359597511 0.179287561244665 0.0332117541034295 -0.610237445437164 "No" -1.10497105614346 4.01015794070965
"31" 31 7 1.25353707792493 0.942122734265521 -0.498874956916488 0.286177891100026 "No" -0.720892841065963 3.32649247569074
"32" 32 7 -0.317432948091428 0.204911400361337 -0.447123818201764 0.863372455692632 "Yes" 1.0673968828704 4.69917517452948
"33" 33 7 -0.55025425830601 1.17535977742443 -1.13326256774999 -0.48617808711901 "Yes" -1.58161206738646 3.52260188160607
"34" 34 7 -0.342985363682698 0.607904320066706 -0.0393252669160553 0.53559827492551 "Yes" 0.346983526881857 3.96662444144562
"35" 35 7 -1.46587410695687 1.63860186469077 0.171385530108262 -0.0760428930285308 "No" 0.176533626079242 4.00438050541661
