"sprint_speed" "endurance" "vertical_jump" "agility" "strength" "reaction_time" "accuracy" "flexibility" "throwing_power"
0.634377777188952 0.941155330977256 0.740802857038165 1.03929175823212 0.827010955906641 1.03937438680132 0.801724131032506 1.14790998014253 0.462342808375949
1.03870716877262 1.18257605187492 1.06063809045975 1.37228899875556 1.24805661512615 1.05835641712821 1.07691559468678 0.488352759605965 1.15271182669684
1.0718826559487 0.981888756664767 0.852929287890944 0.945313930201187 1.07629558222692 0.394470561016628 1.20573514780727 1.46995926729144 0.459879824406607
0.382176937565504 0.942224912511135 0 0.441836555380002 0 0.71925670946337 0.390885939410424 0.618336042377825 0.433733946038213
0.854924984804108 0.777465943117296 0.657875381577233 0.27681090092448 0.0949146697799731 1.42636048790846 1.0071583542866 1.07919722067177 0.881435301188305
0.834378769105434 0.748392660292752 0.724691314687129 0.896202647504093 0.735458962892167 1.52270620948297 0.752349065057058 1.22074450976685 0.596923381505052
1.26734321528941 1.56421103469286 0.95584377764529 1.36455526053019 0.976815769197804 1.06891183199277 1.45439238361724 2 1.09754747934609
0.473022884121835 0.657408767388333 1.35915763451429 0.660031100803002 1.10601333462164 1.85624388586648 1.19173898866484 1.07239110532812 1.6702011336937
0.689011395717093 0.912442681313864 0.484343846166393 0.591292233974129 0.255582145606368 0.729841660345925 0.851274131149765 0.781375095007414 0.705638096874977
0.657221118568868 1.0580145081141 0.480231650935425 0.835196759889691 0.498143148476304 0.212155117510059 0.272854132832641 1.06922087995161 0.550041570999745
0.875503712208817 1.04880724406407 0.71683054239157 0.9645359207129 1.10434429988944 1.53987604947175 0.731991569848586 0.870499329329932 0.974694529048672
1.1709673163075 1.18055871762936 1.11978385942357 1.10562088084983 1.06006333935601 1.3156245170154 0.804303802557709 0.672078001015488 0.995781904164949
0 0.549379119397289 0.753348405182739 0.0554376966647506 0.405047500583595 0.747035045251782 0.870869295478175 0.6056009732189 0.996532330944422
0.933843410957764 1.16937506799352 1.37474252699773 0.838510580555415 0.883398917610602 0.776342793015673 1.05560642829507 1.00817490868715 1.45521416490489
0.976834922293763 0.85717265938094 0.713416380421973 0.649442668889896 0.803434854548031 1.80689751680091 0.532288276206723 1.15315815017366 1.22742892494452
0.871965995481053 0.910986537061956 0.671708806318587 1.10341036078213 0.0792224528618829 1.12106895098905 0.991877350545773 1.43594161460306 0.46923268398715
0.599329303680314 0.187356543306207 0.291025760945553 0.337683749129174 0.159349268375197 0.964007261569583 0 0.476859097169835 0.573702559891862
